idx1,idx2,sentence1,sentence2,cosine
406,98,sun’iy intellekt texnologiyalari yordamida moliya tizimida firibgarlik holatlarini aniqlash va oldini olish mumkin.,tadbirkorlik sub’ektlari uchun yaratilgan soliq imtiyozlari yangi ish o rinlarini yaratish va biznes muhitini yaxshilashga xizmat qiladi.,0.829002857208252
546,461,ta’limda innovatsion yondashuvlarni qo llash o quvchilarning mantiqiy fikrlashini va bilimlarini hayotda qo llashni rivojlantiradi.,ta’limda innovatsion pedagogik texnologiyalardan foydalanish o quvchilarning qobiliyatlarini to liq ro yobga chiqarishga yordam beradi.,0.9060903787612915
4,217,fasttext subword yondashuvi orqali yaxshi natija beradi.,dasturlash sohasidagi xalqaro musobaqalar yoshlarning iqtidorini aniqlash va ularni rag batlantirishda muhim ahamiyat kasb etadi.,0.698744535446167
502,397,o zbek tili uchun nutq texnologiyalarini rivojlantirish tilimizning jahon axborot makonidagi nufuzini yanada oshiradi.,o zbek tili korpusini yaratish jarayonida lingvistik tadqiqotlar natijalaridan samarali foydalanish tavsiya etiladi.,0.8672536611557007
392,206,raqamli iqtisodiyotda ma’lumotlarni boshqarish tizimlari qarorlar qabul qilishda asosiy vosita bo lib xizmat qilmoqda.,tizimli tahlil va bashorat qilish usullari ijtimoiy jarayonlarni boshqarishda yuqori samaradorlikka erishish imkonini beradi.,0.8927975296974182
14,553,mashinali o qitish usullari katta hajmdagi ma’lumotlar ichidan kerakli qonuniyatlarni topish imkonini beruvchi vositadir.,ekologik muammolarni hal qilishda zamonaviy ilmiy yondashuvlar va xalqaro hamkorlikni rivojlantirish o ta muhimdir.,0.8082408308982849
460,240,o zbek tili grammatikasi qoidalarini avtomatik tahlil qilish uchun yangi algoritmlarni ishlab chiqish dolzarb vazifadir.,iqtisodiy jarayonlarni raqamlashtirish orqali yashirin iqtisodiyot ulushini kamaytirish va soliq tushumlarini oshirish mumkin.,0.8431614637374878
95,484,aholi salomatligini muhofaza qilishda tibbiy axborot tizimlarining joriy etilishi tashxis qo yish va davolash sifatini oshiradi.,o zbek tilini raqamli olamda munosib o rin egallashini ta’minlash har birimizning vatanparvarlik burchimiz bo lishi lozim.,0.740449070930481
406,230,sun’iy intellekt texnologiyalari yordamida moliya tizimida firibgarlik holatlarini aniqlash va oldini olish mumkin.,elektron hujjat almashinuvi tizimlarining joriy etilishi ish yuritish jarayonlarini sezilarli darajada tezlashtirdi va qog oz sarfini kamaytirdi.,0.8429522514343262
170,540,ta’lim tizimini raqamlashtirish o quvchilar va talabalar uchun zamonaviy bilim olish resurslaridan foydalanish imkoniyatini yaratadi.,dasturlash sohasidagi yangi yutuqlarni o rganish yosh mutaxassislarga xalqaro loyihalarda ishtirok etish imkonini beradi.,0.8712782263755798
35,524,zamonaviy darsliklar va o quv qo llanmalarini yaratishda ilg or pedagogik texnologiyalardan samarali foydalanish talab etiladi.,kiberxavfsizlikni ta’minlashda zamonaviy himoya usullarini qo llash axborot tizimlarining ishonchliligini va daxlsizligini kafolatlaydi.,0.8435200452804565
159,242,energetika sohasida aqlli hisoblagichlarni o rnatish energiya sarfini aniq nazorat qilish va yo qotishlarni kamaytirishga yordam beradi.,shaharlarni ko kalamzorlashtirish va ekologik muhitni yaxshilash aholining hayot sifatini oshirishga yo naltirilgan strategik maqsaddir.,0.862920343875885
85,27,qishloq xo jaligida aqlli sug orish tizimlaridan foydalanish suv resurslarini tejash va hosildorlikni oshirishda katta natijalar bermoqda.,bulutli hisoblash tizimlari ma’lumotlarni saqlash va ularga tezkor kirish imkoniyatini ta’minlovchi zamonaviy texnologik yechimdir.,0.8029477000236511
555,339,o zbek tili lug at boyligini asrash va rivojlantirish milliy g ururimizni yuksaltirishda muhim ahamiyatga ega ekanligini unutmaylik.,dasturiy ta’minot ishlab chiqishda jamoaviy ishlash ko nikmalari loyihaning muvaffaqiyatli yakunlanishida hal qiluvchi rol o ynaydi.,0.8448799848556519
330,505,innovatsion loyihalarni qo llab-quvvatlash yoshlarning intellektual salohiyatini ro yobga chiqarishda muhim ahamiyatga ega.,o zbek tilini raqamli olamda munosib saqlash milliy madaniyatimizning bardavomligini ta’minlashda muhim ahamiyatga egadir.,0.8515421152114868
347,472,innovatsion ishlanmalarni amaliyotga joriy etish orqali mamlakat iqtisodiyotining raqobatbardoshligini oshirish choralari ko rilmoqda.,kiberxavfsizlik sohasidagi bilimlarni o zlashtirish har bir mutaxassis uchun zamonaviy axborot jamiyatida zaruriy ko nikmadir.,0.8123962879180908
230,189,elektron hujjat almashinuvi tizimlarining joriy etilishi ish yuritish jarayonlarini sezilarli darajada tezlashtirdi va qog oz sarfini kamaytirdi.,ta’limda bulutli texnologiyalardan foydalanish o quv materiallariga istalgan joydan va istalgan vaqtda kirish imkoniyatini yaratadi.,0.8255448341369629
224,384,shaharlarda transport oqimini tartibga solishda matematik modellashtirish usullari tirbandliklarni kamaytirishga yordam beradi.,sun’iy intellekt sohasidagi ilmiy izlanishlarni qo llab-quvvatlash mamlakatning texnologik kelajagini belgilab beradi.,0.7761330008506775
376,282,o zbek tilida tabiiy nutqni qayta ishlash tizimlarini takomillashtirish tilimizning nufuzini yanada oshirishga xizmat qiladi.,kiberxavfsizlik sohasidagi mutaxassislar global tarmoqdagi axborot tizimlarini turli hujumlardan himoya qilish vazifasini bajaradilar.,0.8175888061523438
258,358,shaharlarni aqlli boshqarish tizimlari kommunal xizmatlar ko rsatish samaradorligini oshirish va xarajatlarni kamaytirish imkonini beradi.,innovatsion texnologiyalarni o zlashtirish uchun mutaxassislar doimiy ravishda o z ustida ishlashlari va malaka oshirishlari lozim.,0.8284471035003662
455,410,raqamli iqtisodiyot sharoitida boshqaruv tizimlarini takomillashtirish iqtisodiy jarayonlarni samarali boshqarish imkonini beradi.,ta’limda raqamli texnologiyalarni qo llash o quv jarayonining samaradorligini oshirish va natijalarni tahlil qilish imkonini beradi.,0.8737329244613647
317,224,o zbek tili lug at tarkibini boyitishda terminologik tadqiqotlarning o rni va ahamiyati beqiyosdir.,shaharlarda transport oqimini tartibga solishda matematik modellashtirish usullari tirbandliklarni kamaytirishga yordam beradi.,0.7714616060256958
233,373,biologik jarayonlarni kompyuterda modellashtirish yangi dori-darmonlarni yaratishda vaqt va xarajatlarni sezilarli darajada tejaydi.,ekologik muammolarni hal qilishda zamonaviy texnologiyalardan foydalanish tabiatni asrash va resurslarni tejashga yordam beradi.,0.8812112808227539
471,232,o zbek tili uchun nutq texnologiyalarini rivojlantirishda tilshunoslik va dasturlash sohalarining integratsiyasi o ta muhimdir.,kiberjinoyatchilikka qarshi kurashishda xalqaro hamkorlikni mustahkamlash global tarmoq xavfsizligini ta’minlashda muhim o rin tutadi.,0.8584409952163696
112,496,oliy o quv yurtlarida ilmiy salohiyatni oshirish uchun xorijiy yetakchi universitetlar bilan tajriba almashish yo lga qo yilgan.,innovatsion texnologiyalardan foydalanish orqali iqtisodiyotning barcha tarmoqlarida yuqori samaradorlikka erishish imkoniyati mavjud.,0.7943481206893921
441,267,ta’limda innovatsion yondashuvlarni qo llash o quvchilarning mustaqil bilim olish va izlanish qobiliyatini rivojlantiradi.,o zbek tilini raqamli muhitda rivojlantirish uchun milliy qidiruv tizimlari va elektron lug atlarni takomillashtirish zarur.,0.8646785020828247
509,385,o zbek tili uchun elektron grammatik bazalarni muntazam boyitib borish tilshunoslik tadqiqotlari uchun mustahkam asos bo ladi.,ekologik toza energiya manbalaridan foydalanish atrof-muhitni muhofaza qilish va iqtisodiy barqarorlikni ta’minlaydi.,0.821583092212677
386,112,shaharlarda aholi punktlarini rejalashtirishda zamonaviy arxitektura va ekologik talablar uyg unligi muhim ahamiyatga ega.,oliy o quv yurtlarida ilmiy salohiyatni oshirish uchun xorijiy yetakchi universitetlar bilan tajriba almashish yo lga qo yilgan.,0.8448642492294312
80,112,zamonaviy arxitektura va shaharsozlikda energiya samaradorligiga ega bo lgan bino va inshootlarni qurishga alohida e’tibor berilmoqda.,oliy o quv yurtlarida ilmiy salohiyatni oshirish uchun xorijiy yetakchi universitetlar bilan tajriba almashish yo lga qo yilgan.,0.8135668039321899
1,219,mashinali o qitish ma’lumotlar asosida model yaratishga imkon beradi.,oliy ta’lim muassasalarida fan va ishlab chiqarish integratsiyasi bitiruvchilarning ishga joylashish imkoniyatlarini kengaytiradi.,0.7434890270233154
224,384,shaharlarda transport oqimini tartibga solishda matematik modellashtirish usullari tirbandliklarni kamaytirishga yordam beradi.,sun’iy intellekt sohasidagi ilmiy izlanishlarni qo llab-quvvatlash mamlakatning texnologik kelajagini belgilab beradi.,0.7761330008506775
402,129,raqamli iqtisodiyot sharoitida tadbirkorlik sub’ektlari o rtasida o zaro hamkorlikni rivojlantirish iqtisodiy o sishni ta’minlaydi.,yadro energetikasi sohasidagi hamkorlik mamlakatning kelajakdagi energiya xavfsizligini ta’minlashda muhim strategik ahamiyat kasb etadi.,0.7949713468551636
52,415,maktabgacha ta’lim muassasalarida bolalarning intellektual salohiyatini oshirish uchun interfaol o yinlardan keng foydalanish tavsiya etiladi.,o zbek tili uchun nutqni aniqlash tizimlarini takomillashtirish tilimizning raqamli imkoniyatlarini kengaytirishda muhimdir.,0.8300528526306152
246,438,axborot texnologiyalari sohasidagi bilimlarni egallash yoshlar uchun kelajakda yuqori daromadli ish topish imkonini yaratadi.,shaharlarda transport tizimini boshqarishda aqlli yechimlarni joriy etish harakat xavfsizligini ta’minlashda muhimdir.,0.7715557813644409
202,183,sog liqni saqlash tizimida elektron tibbiy kartalarning joriy etilishi bemorlar haqidagi ma’lumotlarni tezkor olish imkonini beradi.,o zbek tili uchun avtomatik lug at yaratish sohasida amalga oshirilayotgan ishlar tilshunoslikning muhim yutuqlaridan biridir.,0.8010293245315552
122,400,xalqaro moliya institutlari bilan hamkorlikda amalga oshirilayotgan loyihalar mamlakatimiz iqtisodiyotining barqaror rivojlanishiga xizmat qiladi.,o zbek tilida sifatli ta’lim kontentini yaratish yoshlarning bilim olishga bo lgan qiziqishini oshirishga xizmat qiladi.,0.7878468036651611
293,279,shaharlarni boshqarishda aqlli texnologiyalarni joriy etish aholi uchun qulay va xavfsiz yashash muhitini yaratadi.,sun’iy intellekt yordamida ma’lumotlarni tahlil qilish turli sohalarda samarali strategiyalarni ishlab chiqishga yordam beradi.,0.8540671467781067
197,510,ekologik toza transport vositalarini ommalashtirish shaharlarda havo ifloslanishini kamaytirishning eng samarali yo llaridan biridir.,sun’iy intellekt texnologiyalarining tibbiyotda qo llanilishi inson salomatligini saqlash va kasalliklarni davolashda yangi imkoniyatlar ochadi.,0.7906676530838013
143,200,innovatsion g oyalar va ishlanmalarni tijoratlashtirish jarayoni ilmiy tadqiqotlar natijalarini amaliyotga keng joriy etishga yordam beradi.,dasturiy injiniringda loyihalarni boshqarishning zamonaviy usullari jamoaviy ish samaradorligini oshirishga yordam beradi.,0.8981112241744995
123,186,kompyuter grafikasi va animatsiya sohasidagi yutuqlar kino sanoati va ta’limda vizual kontent yaratish imkoniyatlarini kengaytirdi.,biometrik pasport tizimining joriy etilishi shaxsni aniqlash jarayonlarini xalqaro standartlarga muvofiq amalga oshirishni ta’minladi.,0.8073651194572449
325,463,o zbek tilini jahon miqyosida targ ib qilishda internet resurslari va ijtimoiy tarmoqlarning o rni kattadir.,o zbek tilini raqamli makonda rivojlantirish tilimizning nufuzini va jahon miqyosidagi o rnini yanada mustahkamlaydi.,0.8385930061340332
348,402,oliy ta’lim tizimida o quv dasturlarini xalqaro standartlarga moslashtirish ishlari faol olib borilmoqda.,raqamli iqtisodiyot sharoitida tadbirkorlik sub’ektlari o rtasida o zaro hamkorlikni rivojlantirish iqtisodiy o sishni ta’minlaydi.,0.8224616050720215
345,510,shaharlarni aqlli rejalashtirish aholining hayot darajasini oshirish va atrof-muhitni muhofaza qilishni ta’minlaydi.,sun’iy intellekt texnologiyalarining tibbiyotda qo llanilishi inson salomatligini saqlash va kasalliklarni davolashda yangi imkoniyatlar ochadi.,0.8237447142601013
146,147,qishloq xo jaligida datchiklar va dronlardan foydalanish ekinlar holatini doimiy nazorat qilish va hosilni prognoz qilish imkonini beradi.,ta’limda sun’iy intellekt tizimlarining qo llanilishi o qitish sifatini nazorat qilish va baholash jarayonlarini adolatli va shaffof qiladi.,0.7957174777984619
488,550,o zbek tili uchun elektron lingvistik korpuslar yaratish tilimizning barcha o ziga xosliklarini chuqur o rganishga xizmat qiladi.,dasturlash sohasidagi bilim va ko nikmalar yoshlarga zamonaviy mehnat bozorida munosib o rin egallash imkonini beradi.,0.8109556436538696
337,472,raqamli iqtisodiyotni rivojlantirish strategiyasi mamlakatni texnologik jihatdan modernizatsiya qilishga yo naltirilgan.,kiberxavfsizlik sohasidagi bilimlarni o zlashtirish har bir mutaxassis uchun zamonaviy axborot jamiyatida zaruriy ko nikmadir.,0.7401208877563477
150,414,tizimli dasturlash va algoritmlarni optimallashtirish kompyuter tizimlarining tezkorligini oshirish va samarali ishlashini ta’minlaydi.,dasturlash tillarini o qitishda o quvchilarning mantiqiy fikrlashini rivojlantirishga alohida e’tibor qaratish lozim.,0.7989251613616943
297,262,dasturiy ta’minotning xavfsizligini ta’minlash uni ishlab chiqish jarayonining ajralmas qismi bo lishi lozim.,global tarmoqda axborot xavfsizligini ta’minlash har bir foydalanuvchidan mas’uliyat va hushyorlikni talab qiladigan jarayondir.,0.8668373823165894
143,345,innovatsion g oyalar va ishlanmalarni tijoratlashtirish jarayoni ilmiy tadqiqotlar natijalarini amaliyotga keng joriy etishga yordam beradi.,shaharlarni aqlli rejalashtirish aholining hayot darajasini oshirish va atrof-muhitni muhofaza qilishni ta’minlaydi.,0.8209383487701416
1,303,mashinali o qitish ma’lumotlar asosida model yaratishga imkon beradi.,innovatsion g oyalarni qo llab-quvvatlash maqsadida davlat tomonidan turli imtiyozlar va grantlar ajratilmoqda.,0.7892935276031494
253,452,innovatsion texnologiyalardan foydalanish qishloq xo jaligida resurslarni tejash va mahsulot sifatini oshirishga yordam beradi.,ta’limda raqamli texnologiyalardan foydalanish o quv jarayonining ochiqligini va shaffofligini ta’minlashga yordam beradi.,0.8456941843032837
